Title,URL,Listing Type,Base Price,Discount,Original Price,Monthly Rent,Service Charges,Utility Charges,Administrative Fee,Refundable Deposit,Raw Characteristics
"Commercial property to rent• 580 m² without real estate, Baden-Württemberg",https://www.bezrealitky.com/properties-flats-houses/906994-nabidka-pronajem-nebytoveho-prostoru-boblingen,Rent,,,,0.0,,,,,"{""Listing ID"": ""906994"", ""Plot space"": ""1,236m²"", ""Price per unit"": ""€0/ m2"", ""Plocha nebytového prostoru"": ""580m²"", ""Condition"": ""After reconstruction"", """": ""MHD 2 minutes on foot""}"
"Office to rent• 311 m² without real estate, North Rhine-Westphalia",https://www.bezrealitky.com/properties-flats-houses/907174-nabidka-pronajem-kancelare-olpe,Rent,,,,0.0,,,,,"{""Listing ID"": ""907174"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""311m²"", ""Floor"": ""2. podlaží"", ""Price per unit"": ""€0/ m2"", """": ""Lift""}"
"Plot to rent• 10000 m² without real estate, Bavaria",https://www.bezrealitky.com/properties-flats-houses/907178-nabidka-pronajem-pozemku-kleinostheim,Rent,,,,0.0,,,,,"{""Listing ID"": ""907178"", ""Plot space"": ""10,000m²"", ""Available from"": ""01/06/2025"", ""Price per unit"": ""€0/ m2"", """": ""MHD 3 minutes on foot""}"
"Office to rent• 300 m² without real estateWeststrasse 17, , North Rhine-Westphalia",https://www.bezrealitky.com/properties-flats-houses/907181-nabidka-pronajem-kancelare-weststrasse-17-sendenhorst,Rent,,,,0.0,,,,,"{""Listing ID"": ""907181"", ""Condition"": ""Very good"", ""Plocha kanceláře"": ""300m²"", ""Price per unit"": ""€0/ m2"", """": ""MHD 3 minutes on foot""}"
"Commercial property to rent• 2208 m² without real estate, North Rhine-Westphalia",https://www.bezrealitky.com/properties-flats-houses/907198-nabidka-pronajem-nebytoveho-prostoru-burbach,Rent,,,,0.0,,,,,"{""Listing ID"": ""907198"", ""Available from"": ""01/01/2026"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""2,208m²"", ""Condition"": ""Good"", ""Price per unit"": ""€0/ m2"", """": ""MHD 0 minutes on foot""}"
"Commercial property to rent• 84 m² without real estateBahnhofstr. 12, , Baden-Württemberg",https://www.bezrealitky.com/properties-flats-houses/907224-nabidka-pronajem-nebytoveho-prostoru-bahnhofstr-12-aglasterhausen,Rent,,,,0.0,,,,,"{""Listing ID"": ""907224"", ""Available from"": ""03/06/2025"", ""Price per unit"": ""€0/ m2"", ""Plocha nebytového prostoru"": ""84m²"", ""Condition"": ""After reconstruction"", """": ""MHD 3 minutes on foot""}"
"Office to rent• 450 m² without real estate, Hesse",https://www.bezrealitky.com/properties-flats-houses/907238-nabidka-pronajem-kancelare-maintal,Rent,,,,0.0,,,,,"{""Listing ID"": ""907238"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""450m²"", ""Floor"": ""Ground floor"", ""Price per unit"": ""€0/ m2"", """": ""MHD 2 minutes on foot""}"
"Flat for sale3+1 • 82 m² without real estateDorfstraße, , Schleswig-Holstein",https://www.bezrealitky.com/properties-flats-houses/907256-nabidka-prodej-bytu-dorfstrasse-monkeberg,Rent,,,,,,,,,"{""Listing ID"": ""907256"", ""Layout"": ""3+1"", ""Floor"": ""2. podlaží z 2"", ""Price per unit"": ""€3,841/ m2"", ""Užitná plocha"": ""82m²"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", """": ""Parking""}"
Office to rent• 1300 m² without real estateBerliner Allee 2 / Breisacher Str. 86 Freiburg Mooswald Baden-Württemberg 79110,https://www.bezrealitky.com/properties-flats-houses/907342-nabidka-pronajem-kancelare-berliner-allee-2-breisacher-str-86-freiburg,Rent,,,,0.0,,,,,"{""Listing ID"": ""907342"", ""Available from"": ""04/06/2025"", ""Floor"": ""4. podlaží"", ""Price per unit"": ""€0/ m2"", ""Plocha kanceláře"": ""1,300m²"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", """": ""Garage""}"
"House for sale• 663 m² without real estate, Saxony-Anhalt",https://www.bezrealitky.com/properties-flats-houses/907343-nabidka-prodej-domu-tangermunde,Rent,,,,,,,,,"{""Listing ID"": ""907343"", ""Available from"": ""04/06/2025"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€1,098/ m2"", ""Užitná plocha"": ""663m²"", ""Plot space"": ""819m²"", ""EPC"": ""D - Less economical"", ""Total floors"": ""2"", """": ""Garage""}"
"Plot for sale• 900 m² without real estateGernsheimer Landstr 4, , Hesse",https://www.bezrealitky.com/properties-flats-houses/907375-nabidka-prodej-pozemku-gernsheimer-landstr-4-gross-gerau,Sale,0.0,,,,,,,,"{""Listing ID"": ""907375"", ""Plot space"": ""900m²"", ""Available from"": ""04/06/2025"", ""Price per unit"": ""€0/ m2"", """": ""MHD 1 minute on foot""}"
"Commercial property to rent• 290 m² without real estateLambertistr. 6, , North Rhine-Westphalia",https://www.bezrealitky.com/properties-flats-houses/907503-nabidka-pronajem-nebytoveho-prostoru-lambertistr-6-gladbeck,Rent,,,,0.0,,,,,"{""Listing ID"": ""907503"", ""Available from"": ""03/06/2025"", ""Plocha nebytového prostoru"": ""290m²"", ""Price per unit"": ""€0/ m2"", """": ""MHD 4 minutes on foot""}"
Commercial property to rent• 3000 m² without real estateNürnberg Altenfurt Bayern 90475,https://www.bezrealitky.com/properties-flats-houses/907504-nabidka-pronajem-nebytoveho-prostoru-nurnberg,Rent,,,,0.0,,,,,"{""Listing ID"": ""907504"", ""Available from"": ""03/06/2025"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""3,000m²"", ""Floor"": ""1. podlaží z 2"", ""Price per unit"": ""€0/ m2"", """": ""MHD 0 minutes on foot""}"
"Commercial property to rent• 5500 m² without real estateBlütenweg 9, , Baden-Württemberg",https://www.bezrealitky.com/properties-flats-houses/907549-nabidka-pronajem-nebytoveho-prostoru-blutenweg-9-binsdorf,Rent,,,,0.0,,,,,"{""Listing ID"": ""907549"", ""Plot space"": ""10,000m²"", ""Price per unit"": ""€0/ m2"", ""Plocha nebytového prostoru"": ""5,500m²"", ""Condition"": ""After reconstruction"", """": ""MHD 5 minutes on foot""}"
"Office to rent• 50 m² without real estateSchützenstr.35, , Lower Saxony",https://www.bezrealitky.com/properties-flats-houses/907550-nabidka-pronajem-kancelare-schutzenstr-35-buchholz-in-der-nordheide,Rent,,,,0.0,,,,,"{""Listing ID"": ""907550"", ""Available from"": ""03/06/2025"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""50m²"", ""Condition"": ""New-build"", ""Price per unit"": ""€0/ m2"", """": ""MHD 2 minutes on foot""}"
"Commercial property to rent• 40 m² without real estateStubbendorfer Ring 35, , Schleswig-Holstein",https://www.bezrealitky.com/properties-flats-houses/907694-nabidka-pronajem-nebytoveho-prostoru-stubbendorfer-ring-35-reinfeld,Rent,,,,0.0,,,,,"{""Listing ID"": ""907694"", ""Condition"": ""Very good"", ""Price per unit"": ""€0/ m2"", ""Plocha nebytového prostoru"": ""40m²"", ""Age"": ""Over 50 years"", """": ""MHD 7 minutes on foot""}"
"Office to rent• 900 m² without real estateAm Hasenbiel 6, , Baden-Württemberg",https://www.bezrealitky.com/properties-flats-houses/907698-nabidka-pronajem-kancelare-am-hasenbiel-6-stutensee-blankenloch,Rent,,,,0.0,,,,,"{""Listing ID"": ""907698"", ""Available from"": ""01/06/2023"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""900m²"", ""Condition"": ""Good"", ""Price per unit"": ""€0/ m2"", """": ""MHD 5 minutes on foot""}"
"House for sale5+1 • 177 m² without real estate, Hesse",https://www.bezrealitky.com/properties-flats-houses/907701-nabidka-prodej-domu-bad-wildungen,Rent,,,,,,,,,"{""Listing ID"": ""907701"", ""Layout"": ""5+1"", ""Plot space"": ""942m²"", ""EPC"": ""F - Very uneconomical"", ""Total floors"": ""2"", ""Užitná plocha"": ""177m²"", ""Available from"": ""03/06/2025"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€3,446/ m2"", """": ""Garage""}"
Office to rent• 650 m² without real estateLiebigstr. 4 Fürstenfeldbruck Fürstenfeldbruck Bayern 82256,https://www.bezrealitky.com/properties-flats-houses/907702-nabidka-pronajem-kancelare-liebigstr-4-furstenfeldbruck,Rent,,,,0.0,,,,,"{""Listing ID"": ""907702"", ""Condition"": ""Very good"", ""Age"": ""Over 50 years"", ""Plocha kanceláře"": ""650m²"", ""Floor"": ""1. podlaží z 2"", ""Price per unit"": ""€0/ m2"", """": ""MHD 2 minutes on foot""}"
Commercial property to rent• 31000 m² without real estatePirmasens Pirmasens Rheinland-Pfalz 66953,https://www.bezrealitky.com/properties-flats-houses/907709-nabidka-pronajem-nebytoveho-prostoru-pirmasens,Rent,,,,0.0,,,,,"{""Listing ID"": ""907709"", ""Plot space"": ""65,000m²"", ""Plocha nebytového prostoru"": ""31,000m²"", ""Price per unit"": ""€0/ m2"", """": ""MHD 0 minutes on foot""}"
"House for sale• 204 m² without real estate, Bavaria",https://www.bezrealitky.com/properties-flats-houses/907910-nabidka-prodej-domu-siegenburg,Rent,,,,,,,,,"{""Listing ID"": ""907910"", ""Plot space"": ""434m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,108/ m2"", ""Užitná plocha"": ""204m²"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""2"", """": ""MHD 1 minute on foot""}"
"Plot for sale• 798 m² without real estate, Rhineland-Palatinate",https://www.bezrealitky.com/properties-flats-houses/907931-nabidka-prodej-pozemku-harxheim,Sale,0.0,,,,,,,,"{""Listing ID"": ""907931"", ""Plot space"": ""798m²"", ""Available from"": ""03/06/2025"", ""Price per unit"": ""€0/ m2"", """": ""MHD 1 minute on foot""}"
Commercial property to rent1 bedroom • 170 m² without real estateHeidelberg Weststadt Baden-Württemberg 69115,https://www.bezrealitky.com/properties-flats-houses/907938-nabidka-pronajem-nebytoveho-prostoru-heidelberg,Rent,,,,0.0,,,,,"{""Listing ID"": ""907938"", ""Layout"": ""1 bedroom"", ""Plot space"": ""240m²"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""170m²"", ""Available from"": ""01/08/2025"", ""Condition"": ""Good"", ""Price per unit"": ""€0/ m2"", """": ""MHD 1 minute on foot""}"
"Commercial property to rent• 6900 m² without real estateGewerbestrasse 2-4, , Bavaria",https://www.bezrealitky.com/properties-flats-houses/907943-nabidka-pronajem-nebytoveho-prostoru-gewerbestrasse-2-4-zell-am-main,Rent,,,,0.0,,,,,"{""Listing ID"": ""907943"", ""Plot space"": ""6,900m²"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""6,900m²"", ""Condition"": ""Very good"", ""Price per unit"": ""€0/ m2"", """": ""MHD 3 minutes on foot""}"
"Plot for sale• 624 m² without real estate, Rhineland-Palatinate",https://www.bezrealitky.com/properties-flats-houses/907963-nabidka-prodej-pozemku-bad-durkheim,Sale,0.0,,,,,,,,"{""Listing ID"": ""907963"", ""Plot space"": ""624m²"", ""Available from"": ""04/06/2025"", ""Price per unit"": ""€0/ m2"", """": ""MHD 2 minutes on foot""}"
"Flat for sale3+1 • 90 m² without real estateLiebenzellerstr. 35, , Baden-Württemberg",https://www.bezrealitky.com/properties-flats-houses/907965-nabidka-prodej-bytu-liebenzellerstr-35-schomberg,Rent,,,,,,,,,"{""Listing ID"": ""907965"", ""Layout"": ""3+1"", ""Condition"": ""Good"", ""Age"": ""Over 50 years"", ""Užitná plocha"": ""90m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""1. podlaží"", ""Price per unit"": ""€2,689/ m2"", """": ""Lift""}"
"Commercial property for sale• 408 m² without real estateAmselstraße 48, , Bavaria",https://www.bezrealitky.com/properties-flats-houses/907966-nabidka-prodej-nebytoveho-prostoru-amselstrasse-48-ergolding,Sale,0.0,,,,,,,,"{""Listing ID"": ""907966"", ""Plot space"": ""102m²"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""408m²"", ""Condition"": ""New-build"", ""Price per unit"": ""€0/ m2"", """": ""Garage""}"
Flat for sale3+1 • 78 m² without real estateWassermannstr. 104 Berlin Adlershof Berlin 12489,https://www.bezrealitky.com/properties-flats-houses/907974-nabidka-prodej-bytu-wassermannstr-104-berlin,Rent,,,,,,,,,"{""Listing ID"": ""907974"", ""Layout"": ""3+1"", ""Condition"": ""After reconstruction"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""€4,359/ m2"", ""Užitná plocha"": ""78m²"", ""Available from"": ""03/06/2025"", ""Floor"": ""2. podlaží z 4"", ""Age"": ""Over 50 years"", """": ""Lift""}"
"Commercial property to rent• 240 m² without real estateLambertistr. 6, , North Rhine-Westphalia",https://www.bezrealitky.com/properties-flats-houses/908089-nabidka-pronajem-nebytoveho-prostoru-lambertistr-6-gladbeck,Rent,,,,0.0,,,,,"{""Listing ID"": ""908089"", ""Available from"": ""04/06/2025"", ""Price per unit"": ""€0/ m2"", ""Plocha nebytového prostoru"": ""240m²"", ""Condition"": ""Good"", """": ""MHD 4 minutes on foot""}"
"Office to rent• 266 m² without real estateAm Hallebad 3, , Hesse",https://www.bezrealitky.com/properties-flats-houses/908144-nabidka-pronajem-kancelare-am-hallebad-3-stadtallendorf,Rent,,,,0.0,,,,,"{""Listing ID"": ""908144"", ""Price per unit"": ""€0/ m2"", ""Plocha kanceláře"": ""266m²"", """": ""MHD 1 minute on foot""}"
Commercial property to rent3+1 • 70 m² without real estateStuttgart Vaihingen Baden-Württemberg 70563,https://www.bezrealitky.com/properties-flats-houses/908188-nabidka-pronajem-nebytoveho-prostoru-stuttgart,Rent,,,,0.0,,,,,"{""Listing ID"": ""908188"", ""Layout"": ""3+1"", ""Price per unit"": ""€0/ m2"", ""Plocha nebytového prostoru"": ""70m²"", ""Condition"": ""After reconstruction"", """": ""MHD 2 minutes on foot""}"
Commercial property to rent• 135 m² without real estateWißstraße 32 Dortmund Mitte Nordrhein-Westfalen 44137,https://www.bezrealitky.com/properties-flats-houses/908208-nabidka-pronajem-nebytoveho-prostoru-wissstrasse-32-dortmund,Rent,,,,0.0,,,,,"{""Listing ID"": ""908208"", ""Available from"": ""04/06/2025"", ""Price per unit"": ""€0/ m2"", ""Plocha nebytového prostoru"": ""135m²"", ""Condition"": ""After reconstruction"", """": ""MHD 2 minutes on foot""}"
"Plot for sale• 10000 m² without real estateKummetstraße 5, , Lower Saxony",https://www.bezrealitky.com/properties-flats-houses/908278-nabidka-prodej-pozemku-kummetstrasse-5-bissendorf,Sale,0.0,,,,,,,,"{""Listing ID"": ""908278"", ""Price per unit"": ""€0/ m2"", ""Plot space"": ""10,000m²"", """": ""MHD 2 minutes on foot""}"
Commercial property to rent• 750 m² without real estateSpörerau Wang Bayern 85368,https://www.bezrealitky.com/properties-flats-houses/908313-nabidka-pronajem-nebytoveho-prostoru-sporerau-wang,Rent,,,,0.0,,,,,"{""Listing ID"": ""908313"", ""Plot space"": ""2,646m²"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""750m²"", ""Condition"": ""Good"", ""Price per unit"": ""€0/ m2"", """": ""MHD 3 minutes by car""}"
Flat for saleStudio • 45 m² without real estateBlütenstr. 21 München Maxvorstadt Bayern 80799,https://www.bezrealitky.com/properties-flats-houses/908321-nabidka-prodej-bytu-blutenstr-21-munchen,Rent,,,,,,,,,"{""Listing ID"": ""908321"", ""Layout"": ""Studio"", ""Condition"": ""Good"", ""Price per unit"": ""€11,889/ m2"", ""Užitná plocha"": ""45m²"", ""Available from"": ""03/06/2025"", ""Age"": ""Over 50 years"", """": ""Lift""}"
"House for sale• 320 m² without real estateFlamweg, , Schleswig-Holstein",https://www.bezrealitky.com/properties-flats-houses/908510-nabidka-prodej-domu-flamweg-elmshorn,Rent,,,,,,,,,"{""Listing ID"": ""908510"", ""Available from"": ""04/06/2025"", ""Condition"": ""Before reconstruction"", ""Total floors"": ""3"", ""Užitná plocha"": ""320m²"", ""Plot space"": ""480m²"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,031/ m2"", """": ""Garage""}"
"Office to rent• 690 m² without real estateHauptstraße 29a, , Lower Saxony",https://www.bezrealitky.com/properties-flats-houses/908540-nabidka-pronajem-kancelare-hauptstrasse-29a-satterland,Rent,,,,0.0,,,,,"{""Listing ID"": ""908540"", ""Condition"": ""New-build"", ""Price per unit"": ""€0/ m2"", ""Plocha kanceláře"": ""690m²"", ""Age"": ""Over 50 years"", """": ""Lift""}"
"Commercial property to rent• 2346 m² without real estateHans-Böckler-Straße 37, , Bavaria",https://www.bezrealitky.com/properties-flats-houses/908549-nabidka-pronajem-nebytoveho-prostoru-hans-bockler-strasse-37-trautskirchen,Rent,,,,0.0,,,,,"{""Listing ID"": ""908549"", ""Available from"": ""01/08/2025"", ""Condition"": ""Very good"", ""Price per unit"": ""€0/ m2"", ""Plocha nebytového prostoru"": ""2,346m²"", ""Plot space"": ""5,772m²"", ""Age"": ""Over 50 years"", """": ""MHD 4 minutes on foot""}"
"Commercial property to rent• 3345 m² without real estate, Hesse",https://www.bezrealitky.com/properties-flats-houses/908619-nabidka-pronajem-nebytoveho-prostoru-gelnhausen,Rent,,,,0.0,,,,,"{""Listing ID"": ""908619"", ""Plot space"": ""8,156m²"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""3,345m²"", ""Condition"": ""After reconstruction"", ""Price per unit"": ""€0/ m2"", """": ""MHD 5 minutes on foot""}"
Office to rent• 100 m² without real estateMühlenweg 18 Mittenwald Mittenwald Bayern 82481,https://www.bezrealitky.com/properties-flats-houses/908646-nabidka-pronajem-kancelare-muhlenweg-18-mittenwald,Rent,,,,0.0,,,,,"{""Listing ID"": ""908646"", ""Available from"": ""03/06/2025"", ""Price per unit"": ""€0/ m2"", ""Plocha kanceláře"": ""100m²"", ""Age"": ""Over 50 years"", """": ""MHD 3 minutes on foot""}"
"Commercial property to rent• 250 m² without real estateBurger Landstrasse 58, , Hesse",https://www.bezrealitky.com/properties-flats-houses/908813-nabidka-pronajem-nebytoveho-prostoru-burger-landstrasse-58-herborn,Rent,,,,0.0,,,,,"{""Listing ID"": ""908813"", ""Available from"": ""01/07/2025"", ""Age"": ""Over 50 years"", ""Plocha nebytového prostoru"": ""250m²"", ""Condition"": ""Good"", ""Price per unit"": ""€0/ m2"", """": ""MHD 3 minutes on foot""}"
"House for sale• 406 m² without real estate, Hesse",https://www.bezrealitky.com/properties-flats-houses/908828-nabidka-prodej-domu-dietzenbach,Rent,,,,,,,,,"{""Listing ID"": ""908828"", ""Available from"": ""03/06/2025"", ""Condition"": ""After reconstruction"", ""Age"": ""Over 50 years"", ""Price per unit"": ""€2,436/ m2"", ""Užitná plocha"": ""406m²"", ""Plot space"": ""606m²"", ""EPC"": ""E - Wasteful"", ""Total floors"": ""4"", """": ""Garage""}"
Plot to rent• 4990 m² without real estateMannheim Mannheim Baden-Württemberg 68159,https://www.bezrealitky.com/properties-flats-houses/908839-nabidka-pronajem-pozemku-mannheim,Rent,,,,0.0,,,,,"{""Listing ID"": ""908839"", ""Price per unit"": ""€0/ m2"", ""Plot space"": ""4,990m²"", """": ""MHD 2 minutes on foot""}"
"Plot for sale• 1875 m² without real estateGrabowerstraße, , Mecklenburg-Vorpommern",https://www.bezrealitky.com/properties-flats-houses/908844-nabidka-prodej-pozemku-grabowerstrasse-nisdorf-altenpleen,Sale,0.0,,,,,,,,"{""Listing ID"": ""908844"", ""Price per unit"": ""€0/ m2"", ""Plot space"": ""1,875m²"", """": ""MHD 5 minutes on foot""}"
